categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;08/04/2021;14:07:14;6;CABALLITO;NEUQUEN;591;-34.61588462;-58.43888606;GCS Web;Femenino;Cerrado;15-04-2021;13:47:06
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;08/04/2021;15:07:45;5;BOEDO;CALVO, CARLOS AV.;4348;-34.6251471;-58.4264134;App BA 147;Femenino;Cerrado;20-04-2021;14:57:06
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;08/04/2021;22:50:25;9;LINIERS;CAAGUAZU;6958;-34.64919697;-58.52108081;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;08/04/2021;16:53:01;6;CABALLITO;GALLARDO, ANGEL AV.;100;-34.60294279;-58.43373254;GCS Web;Masculino;Cerrado;16-04-2021;13:47:51
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;08/04/2021;17:26:53;5;ALMAGRO;SARMIENTO;4677;-34.60392534;-58.43167108;App BA 147;Femenino;Cerrado;19-04-2021;16:26:22
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN / ENFERMEDAD POR ALIMENTOS / BEBIDAS EN MAL ESTADO;DENUNCIA;09/04/2021;15:49:04;3;SAN CRISTOBAL;CALVO, CARLOS;2438;-34.62097792;-58.40025441;App BA 147;Masculino;Cerrado;22-04-2021;13:08:23
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;09/04/2021;10:21:53;8;VILLA LUGANO;SOLDADO DE LA FRONTERA AV.;5258;-34.68502624;-58.46364604;GCS Web;Masculino;Cerrado;19-04-2021;16:10:01
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;09/04/2021;12:22:34;1;PUERTO MADERO;DEALESSI, PIERINA;1360;-34.6135898;-58.36354945;App BA 147;Masculino;Cerrado;12-04-2021;17:29:21
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;09/04/2021;17:48:44;10;VERSALLES;RUIZ DE LOS LLANOS;1410;-34.62595775;-58.52045655;App BA 147;Femenino;Cerrado;27-04-2021;14:22:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;10/04/2021;18:18:56;4;BOCA;OLAVARRIA;459;-34.63644993;-58.35928676;GCS Web;Femenino;Cerrado;19-04-2021;15:56:06
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;12/04/2021;19:04:12;4;BOCA;PINZON;120;-34.6321988;-58.35608628;App BA 147;Masculino;Cerrado;30-04-2021;13:29:19
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;12/04/2021;23:10:24;12;VILLA URQUIZA;NAON, ROMULO;2364;-34.56776264;-58.47253152;App BA 147;Masculino;Cerrado;20-04-2021;13:37:07
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;13/04/2021;12:47:56;11;VILLA DEL PARQUE;ESTADO PLURINACIONAL DE BOLIVIA;2417;-34.60560835;-58.48059686;GCS Web;Masculino;Cerrado;22-04-2021;13:56:17
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;14/04/2021;18:57:53;15;VILLA CRESPO;ESTADO DE ISRAEL AV.;4819;-34.60178031;-58.43208463;App BA 147;Femenino;Cerrado;28-04-2021;12:28:20
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;15/04/2021;12:59:34;9;MATADEROS;ALBERDI, JUAN BAUTISTA AV.;5497;-34.64895163;-58.4997553;App BA 147;Femenino;Cerrado;22-04-2021;10:41:20
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;15/04/2021;15:00:33;1;SAN NICOLAS;SUIPACHA;635;-34.60090057;-58.37958383;Operador GCBA;Masculino;Cerrado;21-04-2021;14:33:25
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;15/04/2021;13:01:33;8;VILLA RIACHUELO;PIEDRA BUENA AV.;4896;-34.68743844;-58.47544234;App BA 147;Femenino;Cerrado;16-04-2021;10:32:14
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;15/04/2021;13:02:32;8;VILLA RIACHUELO;ITAQUI;6499;-34.68836574;-58.47404082;App BA 147;Femenino;Cerrado;16-04-2021;14:36:20
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;16/04/2021;15:12:01;13;BELGRANO;CONGRESO AV.;2450;-34.55582991;-58.46310697;GCS Web;Femenino;Cerrado;22-04-2021;13:02:28
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;16/04/2021;23:55:54;6;CABALLITO;ACOYTE;1073;-34.60621265;-58.44007949;App BA 147;Masculino;Cerrado;03-05-2021;11:13:45
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;16/04/2021;15:24:02;9;MATADEROS;LARRAYA;2101;-34.65805916;-58.49328132;GCS Web;Masculino;Cerrado;22-04-2021;14:22:54
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;17/04/2021;18:27:59;5;ALMAGRO;RIVADAVIA AV.;3783;-34.61101949;-58.419429;GCS Web;Masculino;Cerrado;26-04-2021;12:56:46
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;17/04/2021;12:44:21;9;MATADEROS;ALBERDI, JUAN BAUTISTA AV.;6327;-34.65513944;-58.5067844;GCS Web;Masculino;Cerrado;27-04-2021;11:40:50
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;17/04/2021;14:46:12;3;BALVANERA;PERON, JUAN DOMINGO, TTE. GENERAL;1901;-34.60689584;-58.39371585;GCS Web;Femenino;Cerrado;30-04-2021;10:41:17
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;17/04/2021;17:57:54;1;MONSERRAT;DE MAYO AV.;657;-34.60865728;-58.3757515;GCS Web;Masculino;Cerrado;23-04-2021;11:03:35
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;17/04/2021;11:24:42;10;VELEZ SARSFIELD;CAMARONES;4454;-34.62336637;-58.49647941;GCS Web;Femenino;Cerrado;23-04-2021;10:39:36
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;18/04/2021;10:58:56;1;SAN TELMO;INDEPENDENCIA AV.;467;-34.61708366;-58.37267646;App BA 147;Femenino;Cerrado;29-04-2021;11:47:25
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;19/04/2021;00:15:01;9;PARQUE AVELLANEDA;PERON, EVA AV.;4262;-34.65248813;-58.47275958;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;19/04/2021;00:27:09;9;PARQUE AVELLANEDA;PERON, EVA AV.;4272;-34.65260768;-58.47289068;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;19/04/2021;00:40:53;10;VILLA REAL;SIMBRON;5768;-34.62030625;-58.52634474;GCS Web;Masculino;Cerrado;26-04-2021;13:06:23
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;20/04/2021;14:40:52;2;RECOLETA;SANTA FE AV.;1946;-34.59585814;-58.39537642;GCS Web;Masculino;Cerrado;27-04-2021;14:24:48
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;20/04/2021;15:11:53;10;FLORESTA;SAN NICOLAS;490;-34.62751207;-58.48033775;GCS Web;Masculino;Cerrado;29-04-2021;13:15:37
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;21/04/2021;11:07:27;15;PATERNAL;PAZ SOLDAN;4900;-34.59325934;-58.46696868;GCS Web;Masculino;Cerrado;29-04-2021;13:32:56
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;21/04/2021;11:58:27;15;PARQUE CHAS;CAMPILLO;2722;-34.58731995;-58.47494703;GCS Web;Masculino;Cerrado;29-04-2021;13:40:22
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;21/04/2021;14:40:22;6;CABALLITO;GOYENA, PEDRO AV.;400;-34.62577709;-58.43262486;GCS Web;Masculino;Cerrado;27-04-2021;12:48:54
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;21/04/2021;11:51:21;11;VILLA DEVOTO;SANABRIA;3034;-34.60888786;-58.50841665;GCS Web;Masculino;Cerrado;28-04-2021;13:22:47
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;21/04/2021;12:38:54;8;VILLA LUGANO;ROCA, CNEL. AV.;4601;-34.68056135;-58.45127317;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;21/04/2021;14:51:15;6;CABALLITO;LA PLATA AV.;507;-34.62081417;-58.42815252;GCS Web;Femenino;Cerrado;03-05-2021;12:14:44
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;21/04/2021;21:56:05;4;NUEVA POMPEYA;LA PLATA AV.;2689;-34.6459293;-58.42031485;GCS Web;Femenino;Cerrado;27-04-2021;12:34:43
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;21/04/2021;19:31:56;7;FLORES;BOGOTA;2596;-34.62614071;-58.46691283;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;21/04/2021;17:21:59;5;ALMAGRO;SARMIENTO;4675;-34.60392534;-58.43167108;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;22/04/2021;15:28:04;1;MONSERRAT;YRIGOYEN, HIPOLITO AV.;1646;-34.61016961;-58.38967891;App BA 147;Femenino;Cerrado;04-05-2021;10:42:37
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;22/04/2021;09:33:23;11;VILLA GRAL. MITRE;ALVAREZ, DONATO, TTE. GRAL. AV.;2010;-34.6043048;-58.46430242;GCS Web;Femenino;Cerrado;29-04-2021;13:41:53
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;22/04/2021;09:36:50;11;VILLA GRAL. MITRE;ALVAREZ, DONATO, TTE. GRAL. AV.;2027;-34.60404998;-58.4642631;GCS Web;Femenino;Cerrado;29-04-2021;13:46:23
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;22/04/2021;12:44:48;10;FLORESTA;SEGUROLA AV.;1483;-34.62237428;-58.49684601;App BA 147;Femenino;Cerrado;22-04-2021;17:37:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;22/04/2021;23:35:53;5;ALMAGRO;BULNES;1048;-34.59925135;-58.4177102;App BA 147;Masculino;Cerrado;03-05-2021;15:02:26
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;23/04/2021;19:37:18;12;VILLA PUEYRREDON;ESTADO PLURINACIONAL DE BOLIVIA;;-34.57561467;-58.5065431;GCS Web;Femenino;Cerrado;04-05-2021;13:05:15
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;23/04/2021;11:28:19;15;VILLA CRESPO;JUSTO, JUAN B. AV.;2433;-34.59381565;-58.44314098;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;23/04/2021;16:43:48;13;COLEGIALES;CONESA;1116;-34.5723878;-58.45288967;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;24/04/2021;22:12:12;1;MONSERRAT;ENTRE RIOS AV.;656;-34.61625738;-58.39157002;App BA 147;Masculino;Cerrado;04-05-2021;11:19:44
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;24/04/2021;10:22:15;8;VILLA RIACHUELO;ROCA, CNEL. AV.;4680;-34.68120012;-58.45110074;GCS Web;Masculino;Cerrado;04-05-2021;11:38:45
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;25/04/2021;18:14:36;5;BOEDO;BOEDO AV.;777;-34.62198257;-58.41649536;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN / ENFERMEDAD POR ALIMENTOS / BEBIDAS EN MAL ESTADO;DENUNCIA;25/04/2021;21:07:39;13;COLEGIALES;CORREGIDORES;1501;-34.57247906;-58.45929553;App BA 147;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;26/04/2021;12:38:50;1;MONSERRAT;CHILE;1563;-34.61667704;-58.38835877;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;26/04/2021;18:10:04;12;VILLA URQUIZA;ALVAREZ THOMAS AV.;2423;-34.57689651;-58.47588709;App BA 147;Masculino;Cerrado;04-05-2021;11:51:35
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;26/04/2021;16:05:19;1;RETIRO;PARAGUAY;901;-34.59770158;-58.37998412;App BA 147;Masculino;Cerrado;29-04-2021;11:58:52
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;26/04/2021;12:50:33;3;SAN CRISTOBAL;LA RIOJA;1573;-34.62896395;-58.40660372;GCS Web;Femenino;Cerrado;04-05-2021;11:46:45
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;26/04/2021;09:46:19;12;COGHLAN;NUÑEZ;3482;-34.55537809;-58.47677491;App BA 147;Masculino;Cerrado;27-04-2021;15:17:24
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;26/04/2021;19:03:27;6;CABALLITO;GOYENA, PEDRO AV.;1373;-34.62729885;-58.44660287;App BA 147;Femenino;Cerrado;04-05-2021;11:53:22
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;28/04/2021;14:21:17;6;CABALLITO;LA PLATA AV.;507;-34.62081417;-58.42815252;Operador GCBA;Femenino;Cerrado;03-05-2021;12:14:38
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;28/04/2021;11:28:39;8;VILLA LUGANO;RIESTRA AV.;6057;-34.67964292;-58.47816664;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;30/04/2021;13:49:03;14;PALERMO;BORGES, JORGE LUIS;2088;-34.58569547;-58.42563103;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;02/05/2021;01:13:45;5;ALMAGRO;GASCON;800;-34.60161672;-58.42392768;GCS Web;Femenino;Cerrado;26-05-2021;14:45:34
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;02/05/2021;09:13:53;11;VILLA DEVOTO;MOSCONI GENERAL AV.;4300;-34.5967858;-58.51927704;App BA 147;Femenino;Cerrado;10-05-2021;13:54:34
MEDIOS DE TRANSPORTE;SUBTES;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;DENUNCIA;03/05/2021;14:42:34;15;PATERNAL;PAZ SOLDAN;4883;-34.59311962;-58.4668965;GCS Web;Masculino;Cerrado;04-05-2021;10:39:41
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN / ENFERMEDAD POR ALIMENTOS / BEBIDAS EN MAL ESTADO;DENUNCIA;03/05/2021;19:22:01;15;VILLA ORTUZAR;ALVAREZ THOMAS AV.;1613;-34.5787078;-58.46493876;App BA 147;Femenino;Cerrado;11-05-2021;11:27:03
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;03/05/2021;22:59:07;10;VELEZ SARSFIELD;SARACHAGA;4597;-34.63241259;-58.49091933;GCS Web;Femenino;Cerrado;05-05-2021;10:32:43
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN / ENFERMEDAD POR ALIMENTOS / BEBIDAS EN MAL ESTADO;DENUNCIA;04/05/2021;23:43:15;1;MONSERRAT;MORENO;981;-34.61177528;-58.38015216;App BA 147;Masculino;Cerrado;19-05-2021;13:30:37
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;05/05/2021;17:14:37;6;CABALLITO;GOYENA, PEDRO AV.;1601;-34.62809363;-58.45058711;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;05/05/2021;18:10:32;1;RETIRO;SUIPACHA;945;-34.59711898;-58.37983124;App BA 147;Masculino;Cerrado;19-05-2021;13:32:45
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;05/05/2021;22:52:33;1;SAN NICOLAS;MITRE, BARTOLOME;1602;-34.60784866;-58.38935527;App BA 147;Masculino;Cerrado;13-05-2021;12:55:15
MEDIOS DE TRANSPORTE;SUBTES;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;DENUNCIA;06/05/2021;10:36:56;13;BELGRANO;ZAPIOLA;2474;-34.56261326;-58.46633788;GCS Web;Femenino;Cerrado;13-05-2021;12:56:23
MEDIOS DE TRANSPORTE;SUBTES;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;DENUNCIA;06/05/2021;10:44:32;13;BELGRANO;ZAPIOLA;2474;-34.56261326;-58.46633788;GCS Web;Femenino;Cerrado;13-05-2021;12:56:23
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;06/05/2021;12:01:05;11;VILLA DEL PARQUE;RIVAS, GRAL.;2765;-34.60352858;-58.48556456;App BA 147;Femenino;Cerrado;13-05-2021;12:57:24
MEDIOS DE TRANSPORTE;SUBTES;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;DENUNCIA;06/05/2021;13:55:45;8;VILLA RIACHUELO;CORRALES;6313;-34.68899871;-58.47038413;App BA 147;Femenino;Cerrado;14-05-2021;13:42:59
MEDIOS DE TRANSPORTE;SUBTES;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;DENUNCIA;06/05/2021;14:10:35;8;VILLA RIACHUELO;PIEDRA BUENA AV.;4896;-34.68743844;-58.47544234;App BA 147;Femenino;Cerrado;14-05-2021;13:44:38
MEDIOS DE TRANSPORTE;SUBTES;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;DENUNCIA;06/05/2021;17:40:43;7;PARQUE CHACABUCO;CURAPALIGUE;774;-34.63305134;-58.44952403;GCS Web;Femenino;Cerrado;19-05-2021;13:40:52
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;07/05/2021;00:17:45;9;MATADEROS;LARRAZABAL;1307;-34.65156356;-58.50201596;App BA 147;Femenino;Cerrado;10-05-2021;12:18:15
MEDIOS DE TRANSPORTE;SUBTES;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;DENUNCIA;07/05/2021;09:12:07;11;VILLA DEL PARQUE;NOGOYA;2517;-34.59910619;-58.4854263;App BA 147;Masculino;Cerrado;14-05-2021;13:51:07
